,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,bass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,<— 0-127 —>,,,<— 1-128 —>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cc 0,PGM,,cc 0,PGM,,preset name,category,characters,sendmidi command,acoustic-dark,digital-intimate,layered-reverberant,shaking-woody,acoustic,aggressive,airy,analog,atonal,big,bright,chords,clean,dark,digital,distorted,dry,echo,electric,ensemble,evolving,fm,icy,Intimate,layered,lfo,lofi,metallic,morphing,nature,noise,portamento,random,reverberant,shaking,simple,soft,stereo,strumming,synthetic,vocal,warm,woody
,33,24,,34,25,,scie tard,bowed,acoustic + portamento,"sendmidi dev ""Osmose Port 2"" cc 0 33 pc 24",acoustic,,portamento,,acoustic,,,,,,,,,,,,,,,,,,,,,,,,,,,portamento,,,,,,,,,,,
,33,73,,34,74,,stringtroen,bowed,acoustic,"sendmidi dev ""Osmose Port 2"" cc 0 33 pc 73",acoustic,,,,acoustic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,101,,34,102,,trepizcato,bowed,acoustic,"sendmidi dev ""Osmose Port 2"" cc 0 33 pc 101",acoustic,,,,acoustic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,120,,34,121,,viollaggio,bowed,acoustic,"sendmidi dev ""Osmose Port 2"" cc 0 33 pc 120",acoustic,,,,acoustic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,121,,34,122,,violloiv,bowed,acoustic + echo,"sendmidi dev ""Osmose Port 2"" cc 0 33 pc 121",acoustic,echo,,,acoustic,,,,,,,,,,,,,echo,,,,,,,,,,,,,,,,,,,,,,,,,
,33,122,,34,123,,vln vla cel bass 2,bowed,acoustic + clean,"sendmidi dev ""Osmose Port 2"" cc 0 33 pc 122",acoustic + clean,,,,acoustic,,,,,,,,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,brass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,<— 0-127 —>,,,<— 1-128 —>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cc 0,PGM,,cc 0,PGM,,preset name,category,characters,sendmidi command,acoustic-dark,digital-intimate,layered-reverberant,shaking-woody,acoustic,aggressive,airy,analog,atonal,big,bright,chords,clean,dark,digital,distorted,dry,echo,electric,ensemble,evolving,fm,icy,Intimate,layered,lfo,lofi,metallic,morphing,nature,noise,portamento,random,reverberant,shaking,simple,soft,stereo,strumming,synthetic,vocal,warm,woody
,30,23,,31,24,,babrass,brass,acoustic,"sendmidi dev ""Osmose Port 2"" cc 0 30 pc 23",acoustic,,,,acoustic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,52,,31,53,,brass fm,brass,acoustic + fm + portamento,"sendmidi dev ""Osmose Port 2"" cc 0 30 pc 52",acoustic,fm,portamento,,acoustic,,,,,,,,,,,,,,,,,fm,,,,,,,,,,portamento,,,,,,,,,,,
,30,53,,31,54,,brass fm2,brass,acoustic + fm + portamento,"sendmidi dev ""Osmose Port 2"" cc 0 30 pc 53",acoustic,fm,portamento,,acoustic,,,,,,,,,,,,,,,,,fm,,,,,,,,,,portamento,,,,,,,,,,,
,30,54,,31,55,,brass fm3,brass,acoustic + portamento,"sendmidi dev ""Osmose Port 2"" cc 0 30 pc 54",acoustic,,portamento,,acoustic,,,,,,,,,,,,,,,,,,,,,,,,,,,portamento,,,,,,,,,,,
,30,55,,31,56,,brassimple,brass,analog,"sendmidi dev ""Osmose Port 2"" cc 0 30 pc 55",analog,,,,,,,analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,57,,31,58,,brassy,brass,acoustic,"sendmidi dev ""Osmose Port 2"" cc 0 30 pc 57",acoustic,,,,acoustic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,92,,31,93,,cosmic blues,brass,acoustic + portamento,"sendmidi dev ""Osmose Port 2"" cc 0 30 pc 92",acoustic,,portamento,,acoustic,,,,,,,,,,,,,,,,,,,,,,,,,,,portamento,,,,,,,,,,,
,30,102,,31,103,,cvc 1 voice,brass,,"sendmidi dev ""Osmose Port 2"" cc 0 30 pc 102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,103,,31,104,,cvc 2 voices,brass,,"sendmidi dev ""Osmose Port 2"" cc 0 30 pc 103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,104,,31,105,,cvc 4 voices,brass,,"sendmidi dev ""Osmose Port 2"" cc 0 30 pc 104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31,23,,32,24,,essendar,brass,,"sendmidi dev ""Osmose Port 2"" cc 0 31 pc 23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31,28,,32,29,,fancy brass,brass,bright + chords + ensemble + lfo + stereo,"sendmidi dev ""Osmose Port 2"" cc 0 31 pc 28",bright + chords,ensemble,lfo,stereo,,,,,,,bright,chords,,,,,,,,ensemble,,,,,,lfo,,,,,,,,,,,,stereo,,,,,
,31,41,,32,42,,fm brassypoly,brass,clean + digital + ensemble + fm + soft + stereo,"sendmidi dev ""Osmose Port 2"" cc 0 31 pc 41",clean,digital + ensemble + fm,,soft + stereo,,,,,,,,,clean,,digital,,,,,ensemble,,fm,,,,,,,,,,,,,,,soft,stereo,,,,,
,31,61,,32,62,,futazz,brass,analog,"sendmidi dev ""Osmose Port 2"" cc 0 31 pc 61",analog,,,,,,,analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31,69,,32,70,,gimmirez,brass,analog,"sendmidi dev ""Osmose Port 2"" cc 0 31 pc 69",analog,,,,,,,analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31,81,,32,82,,harmbrass,brass,acoustic + portamento,"sendmidi dev ""Osmose Port 2"" cc 0 31 pc 81",acoustic,,portamento,,acoustic,,,,,,,,,,,,,,,,,,,,,,,,,,,portamento,,,,,,,,,,,
,31,88,,32,89,,horn ytorink,brass,acoustic + warm,"sendmidi dev ""Osmose Port 2"" cc 0 31 pc 88",acoustic,,,warm,acoustic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warm,
,31,105,,32,106,,jennybrass,brass,acoustic + fm + portamento,"sendmidi dev ""Osmose Port 2"" cc 0 31 pc 105",acoustic,fm,portamento,,acoustic,,,,,,,,,,,,,,,,,fm,,,,,,,,,,portamento,,,,,,,,,,,
,32,91,,33,92,,osc five,brass,analog + simple + stereo,"sendmidi dev ""Osmose Port 2"" cc 0 32 pc 91",analog,,,simple + stereo,,,,analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,stereo,,,,,
,33,47,,34,48,,smooth mouth,brass,acoustic + vocal,"sendmidi dev ""Osmose Port 2"" cc 0 33 pc 47",acoustic,,,vocal,acoustic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vocal,,
